,Unnamed: 0,cartservice_redis-cart,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,recommendationservice_productcatalogservice,unknown_frontend
0,0,0.31773333333333337,5.41958041958042,5.0,5.5,5.0,5.0,5.0,5.0,5.16801801801802,150.00000000000003,5.023522790025912,5.023000414421881,5.849814063556456,5.0,5.040849673202615,17.56637168141593
1,2,0.31773333333333337,5.41958041958042,5.0,5.5,5.0,5.0,5.0,5.0,5.16801801801802,150.00000000000003,5.023522790025912,5.023000414421881,5.849814063556456,5.0,5.040849673202615,17.56637168141593
2,4,0.31773333333333337,5.41958041958042,5.0,5.5,5.0,5.0,5.0,5.0,5.16801801801802,150.00000000000003,5.023522790025912,5.023000414421881,5.849814063556456,5.0,5.040849673202615,17.56637168141593
3,6,0.38273333333333337,6.458333333333334,5.0,5.0,5.0,5.0,5.0,5.0271739130434785,5.384615384615385,83.33333333333334,5.067451363183071,5.049126936809139,5.702280912364946,5.071428571428571,5.044642857142857,18.571428571428573
4,8,0.42173333333333335,6.458333333333334,5.0,5.0,5.0,5.0,5.0,5.0271739130434785,5.384615384615385,83.33333333333334,5.067451363183071,5.049126936809139,5.702280912364946,5.071428571428571,5.044642857142857,18.571428571428573
5,10,0.4477333333333333,6.458333333333334,5.0,5.0,5.0,5.0,5.0,5.0271739130434785,5.384615384615385,83.33333333333334,5.067451363183071,5.049126936809139,5.702280912364946,5.071428571428571,5.044642857142857,18.571428571428573
6,12,0.42175238095238093,6.125,5.0,5.0,5.0,5.0,5.0,5.344444444444445,5.808177437641724,89.58333333333334,5.084269662921349,5.036637905578589,6.102972131009515,5.0,5.0,18.370535714285715
7,14,0.40226666666666666,6.125,5.0,5.0,5.0,5.0,5.0,5.344444444444445,5.808177437641724,89.58333333333334,5.084269662921349,5.036637905578589,6.102972131009515,5.0,5.0,18.370535714285715
8,16,0.3871111111111112,6.125,5.0,5.0,5.0,5.0,5.0,5.344444444444445,5.808177437641724,89.58333333333334,5.084269662921349,5.036637905578589,6.102972131009515,5.0,5.0,18.370535714285715
9,18,0.42449333333333333,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.045871559633026,5.170328195690514,91.66666666666669,5.022465898249143,5.002780867630701,5.5405959540732646,5.0,5.037878787878788,18.958333333333336
10,20,0.4550787878787878,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.045871559633026,5.170328195690514,91.66666666666669,5.022465898249143,5.002780867630701,5.5405959540732646,5.0,5.037878787878788,18.958333333333336
11,22,0.4805666666666666,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.045871559633026,5.170328195690514,91.66666666666669,5.022465898249143,5.002780867630701,5.5405959540732646,5.0,5.037878787878788,18.958333333333336
12,24,0.4871755719989037,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.31496062992126,62.5,5.006038647342995,5.013262622720897,5.551383037186298,5.0,5.021739130434783,17.706422018348626
13,26,0.49378447733114084,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.31496062992126,62.5,5.006038647342995,5.013262622720897,5.551383037186298,5.0,5.021739130434783,17.706422018348626
14,28,0.500393382663378,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.31496062992126,62.5,5.006038647342995,5.013262622720897,5.551383037186298,5.0,5.021739130434783,17.706422018348626
15,30,0.5039134936337389,5.0,5.0,5.0,5.0,5.0,5.0,5.1157407407407405,5.442428730099963,42.50000000000001,5.0,5.025101689570205,5.661157024793388,5.0,5.037037037037037,18.37837837837838
16,32,0.5074336046040999,5.0,5.0,5.0,5.0,5.0,5.0,5.1157407407407405,5.442428730099963,42.50000000000001,5.0,5.025101689570205,5.661157024793388,5.0,5.037037037037037,18.37837837837838
17,34,0.5109537155744609,5.0,5.0,5.0,5.0,5.0,5.0,5.1157407407407405,5.442428730099963,42.50000000000001,5.0,5.025101689570205,5.661157024793388,5.0,5.037037037037037,18.37837837837838
18,36,0.5177370489077942,5.454545454545455,5.0,5.0,5.0,5.0,5.0,5.132978723404255,6.462508080155139,50.0,5.299341852789931,5.16949532794149,7.34655578451575,5.0625,5.0,21.962025316455694
19,38,0.5245203822411275,5.454545454545455,5.0,5.0,5.0,5.0,5.0,5.132978723404255,6.462508080155139,50.0,5.299341852789931,5.16949532794149,7.34655578451575,5.0625,5.0,21.962025316455694
20,40,0.5313037155744609,5.454545454545455,5.0,5.0,5.0,5.0,5.0,5.132978723404255,6.462508080155139,50.0,5.299341852789931,5.16949532794149,7.34655578451575,5.0625,5.0,21.962025316455694
21,42,0.5216870489077943,5.0,5.0,5.0,5.0,5.0,5.0,5.0913298619720635,5.26264298615292,200.0,5.0195694716242665,5.017591922250011,6.090400344382262,5.0,5.038759689922481,18.985849056603765
22,44,0.5120703822411274,5.0,5.0,5.0,5.0,5.0,5.0,5.0913298619720635,5.26264298615292,200.0,5.0195694716242665,5.017591922250011,6.090400344382262,5.0,5.038759689922481,18.985849056603765
23,46,0.502453715574461,5.0,5.0,5.0,5.0,5.0,5.0,5.0913298619720635,5.26264298615292,200.0,5.0195694716242665,5.017591922250011,6.090400344382262,5.0,5.038759689922481,18.985849056603765
24,48,0.49968369913111266,5.0,5.0,5.0,377.5,5.0,5.0,5.074014754416618,5.390387974625357,750.0,5.0,5.008647197019225,6.274201127819549,5.0,5.0,19.315789473684212
25,50,0.4969136826877645,5.0,5.0,5.0,377.5,5.0,5.0,5.074014754416618,5.390387974625357,750.0,5.0,5.008647197019225,6.274201127819549,5.0,5.0,19.315789473684212
26,52,0.49414366624441625,5.0,5.0,5.0,377.5,5.0,5.0,5.074014754416618,5.390387974625357,750.0,5.0,5.008647197019225,6.274201127819549,5.0,5.0,19.315789473684212
27,54,0.5069637007458385,5.0,5.0,5.0,377.5,5.0,5.0,5.120672284301154,5.597334824340695,750.0,5.013013311188138,5.00562430407936,7.353888633225955,5.0,5.0,21.798780487804883
28,56,0.5197837352472611,5.0,5.0,5.0,377.5,5.0,5.0,5.120672284301154,5.597334824340695,750.0,5.013013311188138,5.00562430407936,7.353888633225955,5.0,5.0,21.798780487804883
29,58,0.5326037697486834,5.0,5.0,5.0,377.5,5.0,5.0,5.120672284301154,5.597334824340695,750.0,5.013013311188138,5.00562430407936,7.353888633225955,5.0,5.0,21.798780487804883
30,60,0.5424563558470158,6.0,5.0,5.0,377.5,5.0,5.0,5.021551724137931,5.46590909090909,791.6666666666667,5.026315789473684,5.008928571428571,6.848287702177645,5.0,5.0,19.6
