,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5,2.5,2.5312500000000004,27.5,2.5,2.5046904315197,2.5,2.5,2.5,2.508982035928144,2.5,2.8017241379310343,2.5,2.5,0.2633333333333333
1,2.5,2.5,2.5312500000000004,27.5,2.5,2.5046904315197,2.5,2.5,2.5,2.508982035928144,2.5,2.8017241379310343,2.5,2.5,0.2633333333333333
2,2.5,2.5,2.5312500000000004,27.5,2.5,2.5046904315197,2.5,2.5,2.5,2.508982035928144,2.5,2.8017241379310343,2.5,2.5,0.2633333333333333
3,2.6595744680851063,2.857142857142857,2.784552845528455,25.0,2.5,2.5523809523809526,2.5,2.5,2.5,2.534153005464481,2.5235849056603774,3.00561797752809,2.5,2.5,0.30471666666666664
4,2.6595744680851063,2.857142857142857,2.784552845528455,25.0,2.5,2.5523809523809526,2.5,2.5,2.5,2.534153005464481,2.5235849056603774,3.00561797752809,2.5,2.5,0.32954666666666665
5,2.6595744680851063,2.857142857142857,2.784552845528455,25.0,2.5,2.5523809523809526,2.5,2.5,2.5,2.534153005464481,2.5235849056603774,3.00561797752809,2.5,2.5,0.3461
6,2.599009900990099,2.857142857142857,3.7259615384615388,40.0,2.5,2.6379310344827593,2.5,2.5,2.5,2.5536912751677856,2.6008064516129026,5.208333333333333,2.5,2.65625,0.3239714285714285
7,2.599009900990099,2.857142857142857,3.7259615384615388,40.0,2.5,2.6379310344827593,2.5,2.5,2.5,2.5536912751677856,2.6008064516129026,5.208333333333333,2.5,2.65625,0.30737499999999995
8,2.599009900990099,2.857142857142857,3.7259615384615388,40.0,2.5,2.6379310344827593,2.5,2.5,2.5,2.5536912751677856,2.6008064516129026,5.208333333333333,2.5,2.65625,0.2944666666666666
9,2.827380952380952,2.5,3.055555555555556,46.875,2.631578947368421,2.5441176470588234,3.5000000000000004,2.5,2.5,2.520352781546811,2.5,5.301724137931035,2.5,2.5,0.30675333333333327
10,2.827380952380952,2.5,3.055555555555556,46.875,2.631578947368421,2.5441176470588234,3.5000000000000004,2.5,2.5,2.520352781546811,2.5,5.301724137931035,2.5,2.5,0.31680606060606054
11,2.827380952380952,2.5,3.055555555555556,46.875,2.631578947368421,2.5441176470588234,3.5000000000000004,2.5,2.5,2.520352781546811,2.5,5.301724137931035,2.5,2.5,0.3251833333333333
12,2.5675675675675675,3.0000000000000004,2.7480916030534353,25.0,2.5,2.516863406408094,2.5,2.5,2.5,2.5030750307503076,2.5,3.0989583333333335,2.5,2.583333333333334,0.3216722222222222
13,2.5675675675675675,3.0000000000000004,2.7480916030534353,25.0,2.5,2.516863406408094,2.5,2.5,2.5,2.5030750307503076,2.5,3.0989583333333335,2.5,2.583333333333334,0.31816111111111106
