,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,unknown_frontend,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,17.44047619047619,2.5,2.5,2.5,2.5,2.5769230769230775,2.5,2.5,0.20093333333333332
1,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,17.44047619047619,2.5,2.5,2.5,2.5,2.5769230769230775,2.5,2.5,0.20093333333333332
2,2.5,2.5,2.5165562913907285,31.25,2.5,2.5,2.5,17.82051282051282,2.5,2.5,2.5,2.5,2.652173913043478,2.5,2.5,0.2516888888888889
3,2.5,2.5,2.5165562913907285,31.25,2.5,2.5,2.5,17.82051282051282,2.5,2.5,2.5,2.5,2.652173913043478,2.5,2.5,0.2770666666666667
4,2.5,2.5,2.5165562913907285,31.25,2.5,2.5,2.5,17.82051282051282,2.5,2.5,2.5,2.5,2.652173913043478,2.5,2.5,0.29229333333333335
5,2.6086956521739126,2.9166666666666665,2.7777777777777777,37.50000000000001,2.5,2.508741258741259,2.5,18.275862068965516,2.5,2.5,2.5205158264947247,2.5,2.8719008264462813,2.5,2.5,0.2647111111111111
6,2.6086956521739126,2.9166666666666665,2.7777777777777777,37.50000000000001,2.5,2.508741258741259,2.5,18.275862068965516,2.5,2.5,2.5205158264947247,2.5,2.8719008264462813,2.5,2.5,0.24500952380952382
7,2.6086956521739126,2.9166666666666665,2.7777777777777777,37.50000000000001,2.5,2.508741258741259,2.5,18.275862068965516,2.5,2.5,2.5205158264947247,2.5,2.8719008264462813,2.5,2.5,0.23023333333333335
8,2.5,2.5,2.5,25.0,2.5,2.5089445438282647,2.5,18.29646017699115,2.5,2.5,2.502972651605232,2.519230769230769,2.6470588235294117,2.5,2.5,0.24182222222222224
9,2.5,2.5,2.5,25.0,2.5,2.5089445438282647,2.5,18.29646017699115,2.5,2.5,2.502972651605232,2.519230769230769,2.6470588235294117,2.5,2.5,0.25109333333333334
10,2.5,2.5,2.5,25.0,2.5,2.5089445438282647,2.5,18.29646017699115,2.5,2.5,2.502972651605232,2.519230769230769,2.6470588235294117,2.5,2.5,0.2586787878787879
11,2.52212389380531,2.5,2.7,21.25,2.5,2.5,2.5,18.113636363636367,2.5,2.5,2.5031289111389237,2.5,2.7433628318584073,2.5,2.5,0.2504777777777778
12,2.52212389380531,2.5,2.7,21.25,2.5,2.5,2.5,18.113636363636367,2.5,2.5,2.5031289111389237,2.5,2.7433628318584073,2.5,2.5,0.2470888888888889
13,2.52212389380531,2.5,2.7,21.25,2.5,2.5,2.5,18.113636363636367,2.5,2.5,2.5031289111389237,2.5,2.7433628318584073,2.5,2.5,0.24370000000000003
14,2.545045045045045,2.857142857142857,2.8195488721804516,43.75000000000001,2.5,2.522573363431151,2.5,18.71428571428572,2.5,2.5,2.5092250922509227,2.601626016260163,2.8863636363636367,2.5,2.5,0.2425277777777778
15,2.545045045045045,2.857142857142857,2.8195488721804516,43.75000000000001,2.5,2.522573363431151,2.5,18.71428571428572,2.5,2.5,2.5092250922509227,2.601626016260163,2.8863636363636367,2.5,2.5,0.24135555555555555
16,2.545045045045045,2.857142857142857,2.8195488721804516,43.75000000000001,2.5,2.522573363431151,2.5,18.71428571428572,2.5,2.5,2.5092250922509227,2.601626016260163,2.8863636363636367,2.5,2.5,0.2401833333333333
17,2.5,2.5,2.5,34.375,2.5,2.5054229934924077,2.5,18.333333333333332,2.5,2.5,2.5059952038369304,2.5,2.637795275590552,2.5,2.5,0.24148888888888886
18,2.5,2.5,2.5,34.375,2.5,2.5054229934924077,2.5,18.333333333333332,2.5,2.5,2.5059952038369304,2.5,2.637795275590552,2.5,2.5,0.24279444444444442
19,2.5,2.5,2.5,34.375,2.5,2.5054229934924077,2.5,18.333333333333332,2.5,2.5,2.5059952038369304,2.5,2.637795275590552,2.5,2.5,0.24409999999999998
20,2.5247524752475248,2.692307692307692,2.84,42.5,2.5,2.5103305785123964,2.5,22.138157894736846,2.5,2.5,2.5098167539267022,2.5,3.0050505050505056,2.5,2.5,0.2389055555555555
21,2.5247524752475248,2.692307692307692,2.84,42.5,2.5,2.5103305785123964,2.5,22.138157894736846,2.5,2.5,2.5098167539267022,2.5,3.0050505050505056,2.5,2.5,0.2337111111111111
22,2.5247524752475248,2.692307692307692,2.84,42.5,2.5,2.5103305785123964,2.5,22.138157894736846,2.5,2.5,2.5098167539267022,2.5,3.0050505050505056,2.5,2.5,0.22851666666666667
23,2.5257731958762886,2.5,2.6422764227642275,750.0,2.5,2.5054112554112558,2.5,372.13740458015263,2.5,2.5,2.5036496350364965,2.5225225225225225,3.0053191489361706,2.5,2.5,0.22695555555555555
24,2.5257731958762886,2.5,2.6422764227642275,750.0,2.5,2.5054112554112558,2.5,372.13740458015263,2.5,2.5,2.5036496350364965,2.5225225225225225,3.0053191489361706,2.5,2.5,0.22539444444444443
25,2.5257731958762886,2.5,2.6422764227642275,750.0,2.5,2.5054112554112558,2.5,372.13740458015263,2.5,2.5,2.5036496350364965,2.5225225225225225,3.0053191489361706,2.5,2.5,0.2238333333333333
26,2.5229357798165135,2.5,2.612903225806452,750.0,2.5,2.5047258979206046,2.5,371.93251533742335,2.5,2.5,2.5029868578255674,2.5,2.954545454545455,2.5,2.5,0.21930555555555553
27,2.5229357798165135,2.5,2.612903225806452,750.0,2.5,2.5047258979206046,2.5,371.93251533742335,2.5,2.5,2.5029868578255674,2.5,2.954545454545455,2.5,2.5,0.21477777777777776
28,2.5229357798165135,2.5,2.612903225806452,750.0,2.5,2.5047258979206046,2.5,371.93251533742335,2.5,2.5,2.5029868578255674,2.5,2.954545454545455,2.5,2.5,0.21025000000000002
29,2.526315789473684,2.6666666666666665,2.516233766233767,750.0,2.5,2.50945179584121,2.5,369.3181818181818,2.5,2.5,2.5,2.5,3.088235294117647,2.5,2.5,0.21137222222222227
30,2.526315789473684,2.6666666666666665,2.516233766233767,750.0,2.5,2.50945179584121,2.5,369.3181818181818,2.5,2.5,2.5,2.5,3.088235294117647,2.5,2.5,0.2124944444444445
