,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5,2.5,2.565359477124183,33.92857142857143,2.5,2.5,2.5,2.5,2.5,2.5031685678073505,2.5196850393700787,2.962962962962963,2.5,2.5,0.1732
1,2.5,2.5,2.565359477124183,33.92857142857143,2.5,2.5,2.5,2.5,2.5,2.5031685678073505,2.5196850393700787,2.962962962962963,2.5,2.5,0.1732
2,2.5,2.5,2.565359477124183,33.92857142857143,2.5,2.5,2.5,2.5,2.5,2.5031685678073505,2.5196850393700787,2.962962962962963,2.5,2.5,0.1732
3,2.5,2.5,2.5152439024390243,31.25,2.5,2.5043252595155714,2.5,2.5,2.5,2.5,2.5,2.794117647058824,2.5,2.6666666666666665,0.23619999999999997
4,2.5,2.5,2.5152439024390243,31.25,2.5,2.5043252595155714,2.5,2.5,2.5,2.5,2.5,2.794117647058824,2.5,2.6666666666666665,0.27399999999999997
5,2.5,2.5,2.5152439024390243,31.25,2.5,2.5043252595155714,2.5,2.5,2.5,2.5,2.5,2.794117647058824,2.5,2.6666666666666665,0.29919999999999997
6,2.5,2.5,2.7797202797202796,37.50000000000001,2.5,2.503955696202532,2.5,2.5,2.5,2.5,2.5,3.255813953488372,2.5,2.5,0.29219047619047617
7,2.5,2.5,2.7797202797202796,37.50000000000001,2.5,2.503955696202532,2.5,2.5,2.5,2.5,2.5,3.255813953488372,2.5,2.5,0.2869333333333333
8,2.5,2.5,2.7797202797202796,37.50000000000001,2.5,2.503955696202532,2.5,2.5,2.5,2.5,2.5,3.255813953488372,2.5,2.5,0.28284444444444445
9,2.756410256410257,2.857142857142857,2.7639751552795033,41.66666666666667,2.5,2.5882899628252787,2.5,2.5,2.5,2.55859375,2.5171232876712337,3.220720720720721,2.5,2.5,0.29764
10,2.756410256410257,2.857142857142857,2.7639751552795033,41.66666666666667,2.5,2.5882899628252787,2.5,2.5,2.5,2.55859375,2.5171232876712337,3.220720720720721,2.5,2.5,0.30974545454545455
11,2.756410256410257,2.857142857142857,2.7639751552795033,41.66666666666667,2.5,2.5882899628252787,2.5,2.5,2.5,2.55859375,2.5171232876712337,3.220720720720721,2.5,2.5,0.31983333333333336
