Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100.00%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1598534438,1,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1598534443,50,,Aggregated,124,0,45,56,210,250,680,1300,1800,2300,3400,3400,3400,3400,642,0,45,215,3,3437,5201
1598534448,50,,Aggregated,107.5,1,45,82,260,470,1000,1700,2300,3200,6600,6700,6700,6700,1136,14,45,315,3,6688,5525
1598534453,50,,Aggregated,99.2,2.3,45,260,470,670,1200,1900,2700,3700,6700,6700,6700,6700,1638,26,45,328,2,6688,5591
1598534458,50,,Aggregated,101.4,2.1,45,250,470,670,1300,1800,2800,4000,14000,14000,14000,14000,2138,31,45,375,2,14136,5681
1598534463,50,,Aggregated,99.9,0.8,46,250,480,680,1300,1900,3400,6300,14000,14000,14000,14000,2642,33,45,386,2,14136,5707
1598534468,50,,Aggregated,99.4,0.7,46,250,470,670,1300,1900,3200,3800,19000,19000,19000,19000,3147,36,45,392,2,18627,5721
1598534473,50,,Aggregated,99.8,0.6,46,250,460,630,1200,1800,3200,4000,19000,19000,19000,19000,3639,38,46,398,2,18627,5743
1598534478,50,,Aggregated,99,0.7,46,250,460,620,1200,1800,3600,6200,25000,25000,25000,25000,4143,44,46,410,2,25391,5757
1598534483,50,,Aggregated,100.1,0.9,45,250,460,630,1300,2000,3400,5200,25000,25000,25000,25000,4640,49,46,412,2,25391,5769
1598534488,50,,Aggregated,99.3,0.7,46,260,470,680,1300,1900,3200,3900,22000,22000,22000,22000,5136,53,46,419,2,25391,5774
1598534493,50,,Aggregated,100.3,0.8,46,260,470,680,1300,1900,3600,4800,28000,28000,28000,28000,5644,56,46,427,2,28040,5777
1598534498,50,,Aggregated,99.4,1.2,46,260,470,660,1300,1800,3800,5000,28000,28000,28000,28000,6126,63,46,426,2,28040,5787
1598534503,50,,Aggregated,99.2,1.3,45,250,470,630,1200,1700,3300,4400,13000,13000,13000,13000,6627,71,46,426,2,28040,5796
1598534508,50,,Aggregated,100.1,0.9,46,260,470,640,1300,1800,3300,5200,13000,13000,13000,13000,7112,72,46,428,2,28040,5806
1598534513,50,,Aggregated,98.4,0.5,46,260,470,670,1300,1800,2600,4100,12000,12000,12000,12000,7620,76,46,427,2,28040,5810
1598534518,50,,Aggregated,100,0.7,46,250,460,670,1300,1900,3400,5600,43000,43000,43000,43000,8113,80,46,436,2,43078,5809
1598534523,50,,Aggregated,99.9,1.1,45,260,480,680,1300,2000,3800,5500,43000,43000,43000,43000,8625,84,46,437,2,43078,5814
1598534528,50,,Aggregated,100.5,0.8,46,260,470,680,1300,1900,3500,4300,10000,10000,10000,10000,9125,86,46,437,2,43078,5811
1598534533,50,,Aggregated,100.5,1.1,46,250,470,670,1400,2000,3100,4000,86000,86000,86000,86000,9623,95,46,447,2,86368,5817
1598534538,50,,Aggregated,98.7,0.9,46,260,480,670,1400,2100,3000,4200,86000,86000,86000,86000,10119,98,46,446,2,86368,5812
